 , ,ジャンル名 (タイプ),曲名,bpm,Time,Notes,難易度
[18], ,戦乱絵巻(H),西軍‖∴⊂SEKIGAHARA⊃∴‖東軍,120～210,2:08,841,強(+0.592±0.4)
[18], ,ふること(H),序,175～195,2:11,984,強(+0.455±0.4)
[19], ,悪魔城ドラキュラSLOT2(H),緋月の狂想曲,135,1:48,883,強(+0.579±0.3)
[19], ,アジアン(EX),Beyond the Ocean,123,1:55,908,弱(-0.535±0.8)
[19], ,アニマルミニマル(H),The Zoo Zone,160,1:46,860,中(+0.361±0.4)
[19], ,アンティーク(EX),時守唄,120,1:56,856,逆詐称(-1.12±0.5)
[19], ,サイバーメタル(H),断罪プラズマ,250,1:47,871,中(-0.335±0.5)
[19],[版],じょいふる(EX),じょいふる,159,1:41,1032,強(+0.487±0.4)
[19], ,ハイパードラマティック(H),薔薇は永遠に美しく,160,1:45,863,中(+0.374±0.4)
[19], ,ピアノコンテンポラリー(H),Macuilxochitl,148,1:50,881,強(+0.537±0.4)
[19], ,モダンスカ(EX),夢について TYPE A,156,1:32,763,逆詐称(-1.144±0.4)
[19], ,ラボテクノ(H),左脳スパーク,192,1:47,950,中(+0.242±0.6)
[19], ,ルイナススピリチュアル(H),Remain,150,2:00,774,強(+0.660±0.4)
[20], ,アッパーポップ(EX),How Low,180,1:41,992,中(-0.142±0.4)
[20], ,ヴァルキリーブレイクス(H),Celsus,165,2:01,1010,逆詐称(-1.038±0.5)
[20], ,くりむ童話(EX),いきもの失格,113,1:42,870,中(+0.315±0.7)
[20], ,スターリートランス(H),Southern Cross,155,1:51,812,強(+0.461±0.4)
[20], ,ソーサリープログレッシヴ(H),Shining Wizard,158,1:53,856,中(-0.026±0.6)
[20], ,ソナチネトロニカ(EX),時を止める魔女,138～252,2:04,884,詐称(+0.909±0.3)
[20], ,ダンスホールレゲエ(EX),BOOM BOOM PIRATES,150,1:50,898,中(+0.003±0.5)
[20], ,テクノガールREMIX(EX),魔法的新定義 electromix,135,1:50,858,詐称(+0.916±0.3)
[20], ,バブリーディスコ(EX),Bubbly Time,138,1:43,872,弱(-0.470±0.4)
[20], ,フェージングポップ(EX),Intersection,133,1:59,974,弱(-0.855±0.4)
[20], ,ポップンポップ(EX),Like a pop'n music,176,1:52,1024,中(+0.228±0.6)
[20], ,マジックパス(EX),ひみつの言葉,132～154,1:48,794,中(+0.125±0.4)
[20], ,ロービットサンプリング(H),HEAT-BIT-HIT-BEAT,180,1:59,946,中(-0.267±0.6)
[SP], ,エピックプログレ(H),量子の海のリントヴルム,280,1:48,854,中(+0.104±0.5)
[SP], ,シーソーファンタジー(EX),She saw a miracle,180,1:45,973,弱(-0.699±0.6)
[SP], ,スウィートロニカ(EX),晴天Bon Voyage,230,1:52,955,弱(-0.421±0.5)
[SP], ,スティールクロニクル(EX),Dawn of departure,180,1:52,960,強(+0.562±0.4)
[SP], ,スペースレクイエム(H),Zirkfied,210,2:09,981,詐称(+0.852±0.4)
[SP], ,スロープカーニバル(EX),滑り台のマーチ,162,1:51,1023,逆詐称(-1.011±0.5)
[SP], ,天空ワルツ(EX),わたぐものおなか,165,1:55,870,弱(-0.953±0.5)
[SP], ,ドリームチャンプル(H),Dimensiva Vulnus,120～140,1:56,804,詐称(+0.818±0.4)
[SP], ,ナイトメアメタル(H),背徳と邪悪のエピタフ,80～190, ,806,強(+0.643±0.4)
[SP], ,文学少女ロック(EX),虚空と光明のディスクール,140,2:05,1081,中(+0.315±0.5)
[SP], ,ベースボールヒロイン(H),轟け！恋のビーンボール！！,180, ,933,中(-0.075±0.5)
[SP], ,ポップミュージック(H),うた,220,1:59,972,強(+0.450±0.5)
[SP], ,メイドメタル(H),ホーンテッド★メイドランチ,188, ,959,詐称(+0.805±0.4)
[SP], ,桃ヴィジュアル2(EX),魂ノ華,205,1:55,984,中(-0.335±0.4)
[SP], ,ヨーロピアンブレイクコア(H),Les Vague,100～180,2:02,894,中(-0.335±0.6)
[LT], ,麗しきエトワールアンジュ(EX),麗しきエトワールアンジュ,200, ,923,弱(-0.955±0.6)
[LT], ,彼女は快刀乱麻(H),彼女は快刀乱麻,169, ,925,弱(-0.741±0.5)
[LT], ,時空学者とブルーメン(EX),時空学者とブルーメン,103, ,855,強(+0.662±0.3)
[LT], ,じゃんぴょん☆まじっく(EX),じゃんぴょん☆まじっく,194, ,1018,弱(-0.606±0.5)
[LT], ,地の記 獄編(H),地の記 獄編,174, ,888,強(+0.508±0.5)
[LT],[版],バンブーソード・ガール(H),バンブーソード・ガール,208,1:50,882,中(+0.054±0.5)
[LT], ,ベルガモット組曲(EX),ベルガモット組曲,182, ,889,中(-0.084±0.5)
[LT], ,ミライプリズム(collaboration ver.)(EX),ミライプリズム(collaboration ver.),140, ,958,中(+0.183±0.7)
[LT], ,龍と少女とデコヒーレンス(H),龍と少女とデコヒーレンス,165, ,834,中(+0.070±0.4)
[LT],[版],ロストワンの号哭(EX),ロストワンの号哭,162,1:55,1006,弱(-0.429±0.5)
[LT], ,Anelis(EX),Anelis,180, ,1024,弱(-0.403±0.6)
[LT], ,Hatcha Metcha Party(H),Hatcha Metcha Party,200, ,950,中(-0.325±0.6)
[LT], ,illumina(EX),illumina,187, ,909,中(+0.092±0.6)
[LT], ,NINE PIECE(H),NINE PIECE,140～168, ,853,中(+0.112±0.4)
[LT], ,Peragro(H),Peragro,190, ,804,詐称(+0.842±0.4)
[LT], ,Versa(H),Versa,90～180, ,958,強(+0.440)
[écl], ,完全無欠の無重力ダイブ(EX),完全無欠の無重力ダイブ,122, ,1030,中(+0.054±0.5)
[écl], ,現代のヘイヨエ祭り(H),現代のヘイヨエ祭り,155, ,1050,中(+0.002±0.4)
[écl], ,混乱少女♥そふらんちゃん!!(H),混乱少女♥そふらんちゃん!!,32～259, ,820,詐称(+0.796±0.4)
[écl], ,流離(H),流離,168, ,969,中(+0.230±0.5)
[écl], ,少女と時計と恋泥棒(EX),少女と時計と恋泥棒,134, ,989,弱(-0.979±0.4)
[écl], ,賢聖シリウスの采配(H),賢聖シリウスの采配,160～280, ,903,強(+0.527)
[écl], ,造花の貌(H),造花の貌,200, ,886,弱(-0.641±0.5)
[écl], ,デュスノミア(H),デュスノミア,143, ,845,強(+0.639±0.4)
[écl], ,はんなり京小町(EX),はんなり京小町,108, ,882,中(-0.368±0.6)
[écl], ,魔法の木の実(EX),魔法の木の実,134, ,859,弱(-0.947±0.7)
[écl], ,よりみち♥みすてりあっ(EX),よりみち♥みすてりあっ,110, ,874,中(-0.177±0.7)
[écl], ,ACCELERATION(H),ACCELERATION,175, ,868,弱(-0.875±0.4)
[écl], ,asteer(H),asteer,205, ,963,中(+0.002±0.6)
[écl], ,Fate No.23(H),Fate No.23,195, ,874,詐称(+0.909±0.3)
[écl], ,Geocentrism(EX),Geocentrism,150, ,857,弱(-0.548±0.5)
[écl], ,Good bye Summer～さよならは言わない～(EX),"Good bye, Summer～さよならは言わない～",165, ,930,中(-0.325±0.6)
[écl], ,HADROS GALE(H),HADROS GALE,168, ,900,中(+0.322±0.4)
[écl], ,Norinori Coupon(EX),Norinori Coupon,128, ,882,弱(-0.766±0.4)
[écl], ,On top of the world(H),On top of the world,280,1:57,1012,逆詐称(-1.185±0.3)
[écl], ,Rat-Ta-Tat-Tart(EX),Rat-Ta-Tat-Tart,45～113,1:47,755,弱(-0.948±0.4)
[écl], ,Thank You Merry Christmas(EX),Thank You Merry Christmas,220,1:54,905,強(+0.409±0.6)
[うさ], ,哀彩(H),哀彩,194,1:48,869,中(+0.137±0.4)
[うさ], ,銃弾は解を撃ち抜いて(H),銃弾は解を撃ち抜いて,171,2:03,991,弱(-0.672±0.5)
[うさ], ,ダイブドライブ(EX),ダイブドライブ,180,2:00,1120,中(+0.388±0.4)
[うさ],[版],ほおずき程度には赤い頭髪(H),ほおずき程度には赤い頭髪,174,1:58,964,強(+0.435±0.5)
[うさ], ,霖が哭く(H),霖が哭く,154,1:50,866,詐称(+0.793±0.3)
[うさ], ,GOLDEN CROSS(H),GOLDEN CROSS,150,1:56,941,中(-0.200±0.2)
[うさ], ,good night ，mommy(H),"good night , mommy",182,2:01,864,中(+0.179±0.4)
[うさ], ,La Lumiere(H),La Lumiere,175,1:49,740,弱(-0.968±0.5)
[うさ], ,LEAD Gravity(M)(H),LEAD Gravity(M),188,1:48,867,中(+0.204±0.5)
[うさ], ,LOTUS(H),LOTUS,160,2:03,862,弱(-0.774±0.6)
[うさ], ,Mychronicle(H),Mychronicle,170,1:53,885,逆詐称(-1.292±0.3)
[うさ], ,Pacify(H),Pacify,175,2:02,950,強(+0.615±0.4)
[うさ],[版],Secret Answer(EX),Secret Answer,140,1:54,868,弱(-0.886±0.7)
[うさ], ,Spangles(H),Spangles,130,1:38,760,詐称(+0.814±0.4)
[うさ], ,Spiral Clouds(H),Spiral Clouds,155,1:55,849,詐称(+0.800±0.5)
[うさ], ,the Chameleon(H),the Chameleon,93～126,1:59,866,強(+0.740±0.3)
[うさ], ,The last of world music(H),The last of world music,255,2:04,852,中(-0.334±0.6)
[うさ], ,TRUTH behind U(H),TRUTH behind U,121,1:49,806,弱(-0.906±0.3)
[うさ],[版],Twin memories W(EX),Twin memories W,160,2:07,1099,強(+0.562±0.4)
[うさ], ,virtual killer(H),virtual killer,170,1:54,854,強(+0.435±0.6)
[うさ], ,XROSS INFECTION(H),XROSS INFECTION,194,1:55,943,弱(-0.602±0.5)
[pe], ,狂水一華(H),狂水一華,160, ,930,中(-0.378±0.6)
[pe], ,さよならのうた(EX),さよならのうた,120,2:30,1057,弱(-0.613±0.5)
[pe], ,翠雨の祷(H),翠雨の祷,197,1:58,891,中(-0.279±0.4)
[pe],[版],千本桜(EX),千本桜,154,2:01,1000,中(+0.356±0.7)
[pe], ,追憶のアリア(EX),追憶のアリア,130, ,873,弱(-0.472±0.7)
[pe], ,ハイパージャパネスク(UPPER)(H),夢幻ノ光,171,1:50,794,逆詐称(-1.014±0.7)
[pe], ,バトルダンス(UPPER)(H),シャムシールの舞,100～155,1:52,897,強(+0.581±0.6)
[pe], ,花は折りたし梢は高し(EX),花は折りたし梢は高し,215, ,833,弱(-0.835±0.4)
[pe],[版],ヒッチコック(EX),ヒッチコック,170,2:00,954,弱(-0.506±0.5)
[pe], ,ふること(UPPER)(H),序,175〜195,2:11,1023,中(+0.054±0.4)
[pe], ,マッシュルームナイト(H),マッシュルームナイト,220, ,822,中(+0.225)
[pe],[版],ロキ(EX),ロキ,150,1:44,898,弱(-0.857±0.6)
[pe], ,Afterimage d'automne(H),Afterimage d'automne,232,2:00,962,中(+0.347±0.5)
[pe], ,BLAZE∞BREEZE(H),BLAZE∞BREEZE,175,2:00,947,強(+0.576±0.5)
[pe], ,CARTOON☆RagHour(H),CARTOON☆RagHour,160, ,902,詐称(+0.816±0.4)
[pe], ,cucumis melo(H),cucumis melo,96～192,2:02,978,中(-0.091±0.4)
[pe], ,Dracophobia(H),Dracophobia,108～178, ,904, 
[pe], ,Festum Duodecimum!(H),Festum Duodecimum!,70～200,1:56,771,弱(-0.627±0.6)
[pe], ,Gray clouds(H),Gray clouds,150, ,875,中(+0.287±0.5)
[pe], ,High Gravity(H),High Gravity,170,1:50,827,弱(-0.887±0.4)
[pe], ,Invisible Farewell(H),Invisible Farewell,138～234,2:05,930,中(-0.339±0.4)
[pe], ,Jetcoaster Windy(H),Jetcoaster Windy,268, ,897, 
[pe], ,♥LOVE² シュガ→♥ (かめりあ&ななひら's Over-Sweet-Dempa ♥LOVE² シュガ→♥な恋愛教室 Remix)(H),♥LOVE² シュガ→♥ (かめりあ&ななひら's Over-Sweet-Dempa ♥LOVE² シュガ→♥な恋愛教室 Remix),194,2:06,999,詐称(+0.817±0.4)
[pe], ,Mirage Age(H),Mirage Age,154,2:00,877,中(-0.098±0.4)
[pe], ,SDVX REMIX SELECTION for pop'n music vol.01(H),SDVX REMIX SELECTION for pop'n music vol.01,165,2:33,1008,中(-0.134±0.3)
[解], ,ウソツキ横丁は雨模様(H),ウソツキ横丁は雨模様,220, ,854,中(+0.094±0.4)
[解], ,エモクトロ(UPPER)(H),少年リップルズ,210,1:49,1009,弱
[解], ,黒き螺旋のクレイドル(H),黒き螺旋のクレイドル,190, ,963,中(-0.335±0.5)
[解],[版],知りたい(EX),知りたい,160～213, ,1011,弱
[解],[版],青春Dreamers ～Tomorrow is another day～(EX),青春Dreamers ～Tomorrow is another day～,181, ,922,中
[解], ,天ぷらイントロドン！！(H),天ぷらイントロドン！！,180, ,982,強
[解], ,嘆きの樹 (BEMANI SYMPHONY Arr.)(H),嘆きの樹 (BEMANI SYMPHONY Arr.),61～156, ,845,中
[解], ,超中華流行歌曲(UPPER)(H),桃花恋情,185,2:01,964,弱
[解],[版],春を告げる(EX),春を告げる,120, ,868,中(+0.148±0.4)
[解], ,表裏一体！？怪盗いいんちょの悩み♥(H),表裏一体！？怪盗いいんちょの悩み♥,165, ,960,弱
[解], ,魔法のかくれんぼ(H),魔法のかくれんぼ,178～208, ,871,個人差
[解], ,ミサコの告白(みーつけたっ♥)(H),ミサコの告白(みーつけたっ♥),215, ,971,中
[解], ,Aftermath(H),Aftermath,200, ,952,強
[解], ,Amabie(H),Amabie,168, ,889,中(+0.021±0.4)
[解], ,Bolide(H),Bolide,130, ,795,個人差
[解], ,Bossa Gabba(H),Bossa Gabba,200, ,902,強
[解], ,Danza Pantera(H),Danza Pantera,150, ,1017, 
[解],[版],Into My Hell～魔界へようこそ♡～(EX),Into My Hell～魔界へようこそ♡～,190, ,774,中(-0.142±0.7)
[解], ,LIKE A VAMPIRE(H),LIKE A VAMPIRE,276, ,922,強
[解], ,paparazzi(H),paparazzi,280, ,815,個人差
[解], ,Slime Molds(H),Slime Molds,170, ,866,中
[解], ,Symphonic Tear(H),Symphonic Tear,150, ,916,中
[UL],[版],神っぽいな(EX),神っぽいな,142, ,833, 
[UL], ,ただ、それだけの理由で(H),ただ、それだけの理由で,134,1:42,813, 
[UL], ,地方創生☆チクワクティクス(UPPER)(H),地方創生☆チクワクティクス,170,1:40,907, 
[UL], ,ノープラン・デイズ(H),ノープラン・デイズ,210, ,903, 
[UL], ,満漢全席火花ノ舞(H),満漢全席火花ノ舞,166, ,924, 
[UL],[版],ミックスナッツ(EX),ミックスナッツ,150, ,828, 
[UL], ,斑咲花(H),斑咲花,134～201, ,939, 
[UL], ,ユメブキ(H),ユメブキ,200, ,840, 
[UL], ,輪廻の鴉(H),輪廻の鴉,198, ,943, 
[UL],[版],Empty Backdoor(H),Empty Backdoor,169, ,852, 
[UL], ,ISERBROOK(H),ISERBROOK,152, ,867, 
[UL], ,Shout It Out(H),Shout It Out,205, ,951, 
[UL], ,Τέλος(H),Τέλος,202, ,899, 
[UL], ,unisonote(H),unisonote,168, ,1018, 
[CS1], ,クラシック(H),Chaos Age,135,1:58,425,中(-0.224±0.7)
[CS1], ,テクノ'80(EX),Water Melon Woman,115,1:52,878,中(+0.032±0.5)
[CS2], ,アキバ(EX),E.C.M.,144,1:33,542,弱(-0.811±0.6)
[CS2], ,クラシック2(H),R.C.,180,1:30,358,詐称(+0.931±0.3)
[CS5], ,クラシック5(EX),Step in Space,150,1:37,585,詐称(+0.830±0.3)
[CS5], ,ハート(EX),Pink Rose,132～146,1:54,811,弱(-0.774±0.5)
[CS7], ,モード(EX),お天気とチョコレート,140,1:56,852,弱
[CS7], ,モダン'80(EX),翔べない天使,145,1:43,961,中(-0.104±0.7)
[CS10], ,コンテンポラリーネイション(H),BEYOND THE EARTH,140,2:17,960,中(+0.029±0.6)
[CS11], ,コンテンポラリーネイション2(H),サヨナラ・ヘヴン,111,2:03,954,中(-0.142±0.5)
[CS12], ,ビジュアル艶歌(EX),月影華(TSUKI-KAGE-BANA),152,1:56,915,中(+0.049±0.7)
[CS13], ,にゃんこジャズ(EX),にゃんだふる55 marble version,245,2:01,868,中(+0.398±0.7)
[CS12], ,昭和怪奇譚(EX),鹿鳴館の怪人,180～190,1:51,942,中(-0.124±0.5)
[CS13], ,幻想水滸伝V(EX),女王騎士,95,2:13,922,弱(-0.982±0.4)
[CS14], ,ネイチャー(EX),forest song,91,1:42,792,弱(-0.605±0.5)
[PMP], ,ポータブルポップ(H),Ensamble Forecast 3/28,212,1:54,892,中(-0.362±0.5)
[PMP2], ,ネバーデッド(EX),Pharaoh★Love,124, ,922, 
[ee], ,カレッジポップ(EX),ペパーミントは私の敵,162～170,1:46,835,弱(-0.740±0.4)
[ee], ,ジャズワルツ(EX),CLOUD,180,1:57,909,中(-0.374±0.4)
[ee], ,スウィングワルツ(EX),CHOCOLATE PHILOSOPHY,220,1:50,832,中(+0.105±0.4)
[ee], ,トライバル(EX),AFRONOVA PRIMEVAL,200,1:40,789,弱(-0.487±0.6)
[ee], ,ハイパーJポップ3(H),1/6 billionth,145,1:42,812,中(+0.148±0.4)
[ee], ,K-クラシック(EX),AKUMAJO DRACULA MEDLEY,110～142,1:27,683,中(+0.283±0.6)
[ee2], ,ネジロック(H),螺子之人,100～170,1:38,618,強(+0.441±0.4)
[ee2], ,ハードシャンソン(EX),LOVE IS ORANGE,180,1:44,895,強(+0.613±0.3)
[ee2], ,ハッピーハードコア(EX),LOVE D RIVE,190,1:25,685,弱(-0.937±0.6)
[ee2], ,ビジュアル(H),月光蝶,109～218,1:37,764,中(+0.032±0.4)
