 , ,ジャンル名 (タイプ),曲名,bpm,Time,Notes,難易度 
[13], ,フォーチュン・テイルビート(EX),GADARINA,200,1:47,883,弱(-0.552±0.4)

[13], ,ホウノウダイコ(EX),男盛～おとこざかり,145,1:42,946,中(+0.330±0.5)

[13], ,麻雀格闘倶楽部(EX),麻雀格闘倶楽部特別接続曲,76～210,2:05,1010,強(+0.744±0.5)

[13], ,FMポップ(EX),Save you,160,1:56,1135,弱(-0.555±0.4)

[14],[版],愛と誠(EX),愛と誠,140,1:47,940,中(-0.050±0.5)

[14], ,フィーバーヒーロー(EX),フィーバー戦士ポップン14のテーマ,158～316,1:52,1023,強(+0.998±0.2)

[15], ,エレキ族(EX),純愛ロマンス – PART 2 –,165,2:00,1047,中(-0.247±0.6)

[15], ,オラトリオ(EX),Apocalypse ～memento mori～,170,2:05,1229,中(-0.300±0.6)

[15], ,グラウンドテクノ(EX),QUICK RESULT,135,1:44,881,弱(-0.530±0.5)

[15], ,ケルティックウインド(EX),Caring Dance,101,2:03,1158,弱(-0.837±0.6)

[15], ,ダークネス3(EX),Quiet,142,1:49,936,弱(-0.665±0.6)

[16], ,アジアンレイヴ(EX),HAGOROMO,180,1:52,1112,中(+0.194±0.4)

[16], ,エモ(EX),Sorrows,185,1:51,1192,中(+0.150±0.6)

[16], ,エレゴスREMIX(EX),the keel (Nu-Style Gabba mix),173,2:00,1163,強(+0.542±0.5)

[16], ,ハイパージャパネスク2(EX),華爛漫-Flowers-,160,1:45,1028,強(+0.953±0.4)

[16], ,ハイパーJパーティーロック(EX),MIRACLE FLYER!!,175,1:54,1282,中(+0.000±0.4)

[16], ,ピコパンク(EX),マスカレード・ア・ゴーゴー,150～170,1:52,1064,強(+0.489±0.4)

[16], ,ヒップロックREMIX(EX),大見解の新見解,142～170,1:58,1111,中(-0.333±0.5)

[16], ,フォールスメルヘン(EX),みずうみの記憶,145～220,1:57,1216,中(+0.195±0.6)

[16], ,マキシマム(EX),Mighty Guy,156,1:42,871,強(+0.844±0.4)

[16], ,メロコアG(EX),@n H@ppy Choice,162,1:55,1170,中(-0.272±0.5)

[17], ,ガールズオルタナティブコア(EX),Make my way,145～175,1:45,1090,強(+0.558±0.6)

[17], ,クラウンパンク(EX),ピエロのままで,198,1:47,1096,強(+0.689±0.4)

[17], ,ゴスインダストリアル(EX),PACEM,108,2:02,1171,強(+0.689±0.3)

[17], ,ハードPf+(H),fffff op.2,266,1:55,1070,強(+0.633±0.4)

[17], ,バトルシンフォニー(EX),最期の決断,175,1:59,1177,強(+0.691±0.4)

[17], ,ミッドナイトドラムン(EX),Searching…,170,1:54,1016,中(-0.065±0.7)

[17], ,メタルフロウ(EX),CURUS-M (ditty),185,2:06,1131,弱(-0.503±0.5)

[17], ,ルナティックリール(EX),moon dance,124,1:55,1141,中(+0.333±0.6)

[18], ,悪魔城ドラキュラSLOT(EX),trezire de spirit,134,1:49,999,中(+0.237±0.6)

[18], ,キューティーエレポップ(EX),Blow Me Up,146,2:00,1181,弱(-0.649±0.6)

[18], ,吟ロック(EX),O・KU・NI,140,1:56,1102,中(+0.203±0.6)

[18], ,月風魔伝(EX),月風魔伝,147～162,2:07,1088,中(+0.333±0.4)

[18], ,てくのほそみち(EX),五七五,110～220,1:39,1122,強(+0.671±0.4)

[18], ,デスナワ(EX),夢添うてぃ(des mix 2010),130～170,1:39,769,中(+0.035±0.5)

[18], ,トランスユーロREMIX(EX),Foundation of You(DJ Command mix),154,1:53,1088,中(+0.295±0.5)

[18], ,ヒップロック5(H),一激必翔,213,2:02,1169,中(+0.092±0.5)

[19], ,アシッディドラムン(EX),Happy Life,175,1:59,1127,強(+0.982±0.3)

[19], ,タブランベースREMIX(EX),ナタラディーン(Raja Maharaja mix),161,1:52,1088,強(+0.481±0.5)

[19], ,熱湯泡テクノ(EX),クライマックス銭湯,170,1:50,1008,強(+0.776±0.4)

[19], ,フォークロック(EX),面影橋,125～127,1:55,1052,中(-0.070±0.5)

[19], ,Pfポップ(EX),風と自転車,150,1:50,1037,弱(-0.573±0.4)

[20], ,エピックトランス(EX),EPIC,152,2:04,1048,中(-0.186±0.5)

[20], ,スーパースプラッシュチューン(EX),MANA,195,1:51,1204,強(+0.968±0.4)

[20], ,ダージュ(H),ピアノ協奏曲第1番 “蠍火”,165～188,2:08,1020,強(+0.713±0.4)

[20], ,ハッピーラブゲイザー(EX),恋愛観測,188,1:53,1182,弱(-0.470±0.5)

[20], ,ファルシオン(EX),THE FIRST SPACE FIGHT from FALSION,200,1:51,1282,中(-0.300±0.6)

[20], ,ファンタジーテック(EX),双子のフェレット,120～129,1:50,1062,強(+0.659±0.4)

[20], ,ムラクモ(H),少年は空を辿る,140,2:03,1073,強(+0.600±0.5)

[20], ,J-ハードダンス(EX),透明なエモーション,155,1:43,1045,中(+0.326±0.6)

[SP], ,ウィザウチュナイ-トロワ-(EX),Far Away,160,1:40,943,中(-0.183±0.5)

[SP], ,ウィザウチュナイ-ペンデ-(EX),Chu☆Chu☆Tonight,165,2:06,1272,中(+0.224±0.4)

[SP], ,ガールズロマンスポップ(EX),カタテ読書,188,1:59,1206,弱(-0.518±0.5)

[SP], ,華恋ロック(EX),恋閃繚乱,142,1:43,1026,中(+0.195±0.5)

[SP], ,グラヴィオール(H),STULTI,90～182,1:49,867,強(+0.711±0.5)

[SP], ,恋活ミュージカル(EX),不思議の国のキングダム彼氏,140,2:05,1144,中(+0.177±0.5)

[SP], ,コスモドライブ(EX),Cosmic Hurricane,188,2:00,1226,強(+0.813±0.3)

[SP], ,サイバーシンフォニックポップ(EX),メイメツ、フラグメンツ,157,1:41,980,強(+0.577±0.5)

[SP], ,ジャッジメント(H),終末を追う者,185,1:50,1043,中(+0.335±0.5)

[SP], ,シュプールフュージョン(EX),Snowfield Express,188,1:57,1119,中(-0.123±0.6)

[SP], ,情念歌謡(EX),紅蓮の焔,155,1:39,1013,強(+0.515±0.6)

[SP], ,スピットロック(EX),Throat,150,2:00,1178,強(+0.530±0.6)

[SP], ,スプリングテクノ(EX),spring pony,150,1:49,1130,中(+0.000±0.6)

[SP],[版],セツナトリップ(EX),セツナトリップ,145,1:57,1124,中(+0.195±0.5)

[SP], ,チッピンレイヴ(EX),Bleep Beep Bop,175,1:55,1179,中(-0.019±0.3)

[SP], ,デジタルロック(EX),X-Plan,250,1:52,1277,中(+0.230±0.5)

[SP], ,テックトランス(EX),yellow head joe,187,1:37,1041,強(+0.610±0.5)

[SP], ,ドラムンベース(EX),Far east nightbird,180,1:58,1026,弱(-0.477±0.5)

[SP], ,ハードルネッサンス(H),Elemental Creation,212,2:09,1232,強(+0.639±0.5)

[SP], ,ハッピーハードコア(EX),Sakura Sunrise,181,1:30,1101,中(+0.000±0.4)

[SP], ,華陽炎-Hana Kagerou-(EX),華陽炎-Hana Kagerou-,85～195,2:03,1155,中(+0.227±0.4)

[SP], ,プラチナムジャパネスク(EX),ЁVOLUTIΦN,165,2:05,1242,弱(-0.855±0.3)

[SP], ,ブラッドメタル(H),IX,198,2:00,1071,中(-0.018±0.7)

[SP], ,ムーンコア(EX),HEAVENLY MOON,185,1:58,1125,強(+0.639±0.4)

[SP], ,野球のことがよくわかる(EX),野球の遊び方　そしてその歴史　～決定版～,141,2:04,1159,中(+0.233±0.5)

[SP], ,ライトビジュアルポップ(EX),虹色の花,170,1:51,986,強(+0.412±0.7)

[SP], ,レトロスペクティビリー・メリーゴーランド(EX),レトロスペクティビリー・メリーゴーランド,180,1:52,1088,中(+0.215±0.5)

[SP], ,ロマスウィング(EX),Tears In The Light,140,1:58,1121,中(+0.213±0.5)

[LT],[版],幻想系世界修復少女(EX),幻想系世界修復少女,193,1:34,1040,強(+0.458±0.5)

[LT], ,戦場のアップデート(EX),戦場のアップデート,147,1:56,1120,中(+0.085±0.6)

[LT], ,打打打打打打打打打打(EX),打打打打打打打打打打,156,1:43,1063,中(+0.252±0.7)

[LT], ,チョコレートスマイル(EX),チョコレートスマイル,196,2:02,1316,強(+0.421±0.6)

[LT], ,ほしふり Re:pray(EX),ほしふり Re:pray,155,1:51,1058,中(+0.039±0.5)

[LT], ,恋愛観測 -VENUS Mix-(EX),恋愛観測 -VENUS Mix-,188,1:55,1224,中(+0.277±0.4)

[LT], ,Baby Sherry(EX),Baby Sherry,148,2:01,1126,強(+0.494±0.6)

[LT], ,Harmonia(EX),Harmonia,177,1:30,1036,中(+0.300±0.4)

[LT], ,Howling(EX),Howling,155,1:48,1066,中(+0.135±0.6)

[LT], ,KARAKARA(EX),KARAKARA,188,1:55,1192,中(+0.102±0.5)

[LT], ,RINИE(H),RINИE,198,2:04,1089,強(+0.990±0.3)

[LT], ,Scars of FAUNA(EX),Scars of FAUNA,165,1:59,1125,弱(-0.558±0.5)

[écl], ,激アツ☆マジヤバ☆チアガール(EX),激アツ☆マジヤバ☆チアガール,170,1:38,1026,中(+0.249±0.5)

[écl], ,透明はまだらに世界を告げて(EX),透明はまだらに世界を告げて,210,1:48,1139,強(+0.433±0.5)

[écl], ,ぽかぽかレトロード(EX),ぽかぽかレトロード,178,2:00,1095,中(-0.175±0.6)

[écl], ,CRAZY WORLD(EX),CRAZY WORLD,154,2:02,1120,中(+0.220±0.4)

[écl], ,Endless Moon -LUNA-(EX),Endless Moon -LUNA-,212,1:52,1259,強(+0.557±0.4)

[écl], ,Into the Wind(EX),Into the Wind,120,2:00,1130,中(+0.182±0.6)

[écl], ,ME-GA-NE-HA-ZU-SE(EX),ME-GA-NE-HA-ZU-SE,148,2:00,1170,中(+0.280±0.5)

[écl], ,StrayedCatz(H),StrayedCatz,303,2:00,862,中(+0.056±0.8)

[écl], ,Voices(EX),Voices,160,1:49,1099,中(-0.125±0.8)

[うさ], ,朝までワンモアラブリー(onemore 90's lovery)(EX),朝までワンモアラブリー(onemore 90's lovery),174,1:51,1089,中(+0.085±0.7)

[うさ], ,キミとワタシのオンガク(EX),キミとワタシのオンガク,160,1:51,1086,強(+0.409±0.7)

[うさ],[版],恋時雨(EX),恋時雨,185,1:46,1031,強(+0.569±0.5)

[うさ], ,星座が恋した瞬間を。(EX),星座が恋した瞬間を。,186,2:00,1134,弱(-0.465±0.7)

[うさ], ,トウキョウ・ドリーム・ポップ(EX),トウキョウ・ドリーム・ポップ,44～176,2:00,912,強(+0.609±0.6)

[うさ], ,ドッペルゲンガー(EX),ドッペルゲンガー,122,1:54,1037,中(+0.181±0.7)

[うさ], ,羊皮紙の上の銀河(EX),羊皮紙の上の銀河,196,2:00,1138,中(-0.303±0.4)

[うさ], ,24/7 Popperz(H),24/7 Popperz,202,1:59,1010,強(+0.717±0.4)

[うさ], ,Another Texture(EX),Another Texture,114～228,2:00,972,強(+0.804±0.5)

[うさ], ,Black Emperor(H),Black Emperor,30～195,1:59,930,中(-0.333±0.7)

[うさ], ,Doo-Wah×Chu!Chu!(EX),Doo-Wah×Chu!Chu!,185,1:59,1201,弱(-0.752±0.6)

[うさ], ,K∀MUY(H),K∀MUY,265,2:01,1084,強(+0.781±0.4)

[うさ], ,Luna hare et cetera(EX),Luna hare et cetera,95,1:46,975,中(+0.316±0.6)

[うさ], ,o†o(H),o†o,202,2:01,1000,中(+0.132±0.9)

[うさ], ,Prey(H),Prey,210,1:37,878,中(-0.177±0.7)

[うさ], ,Welcome!!(EX),Welcome!!,180,1:58,1129,中(-0.187±0.5)

[うさ], ,@you(EX),@you,147,1:54,1106,中(+0.038±0.8)

[pe], ,御伽噺に幕切れを(EX),御伽噺に幕切れを,133～203, ,1000,弱(-0.436±0.6)

[pe], ,スイーツはとまらない♪(EX),スイーツはとまらない♪,204,1:55,1070,中(-0.289±0.4)

[pe],[版],春の雪(EX),春の雪,220,1:41,982,中(-0.185±0.5)

[pe], ,ブーケトス戦争(EX),ブーケトス戦争,161～177,1:52,1107,中(+0.156±0.6)

[pe], ,夕陽のダンディー(EX),夕陽のダンディー,140, ,1025,強(+0.440±0.5)

[pe], ,ラベンダー最終定理(EX),ラベンダー最終定理,175,1:59,1071,中(+0.024±0.5)

[pe], ,50th Memorial Songs -Flagship medley-(EX),50th Memorial Songs -Flagship medley-,135～175,1:50,1027,強(+0.692±0.6)

[pe], ,Burning Love(EX),Burning Love,85～170,1:55,865,詐称(+1.112±0.2)

[pe], ,Grave Strike(EX),Grave Strike,160,2:06,1179,中(-0.135±0.6)

[pe], ,insist(EX),insist,136,1:56,1037,強(+0.424±0.5)

[pe], ,Last Twilight(H),Last Twilight,198, ,1039,強(+0.890±0.5)

[pe], ,Les Jouets Sonore(EX),Les Jouets Sonore,122,1:51,1073,中(-0.374±0.5)

[pe], ,Love 2 Shuffle(EX),Love 2 Shuffle,133, ,1109,弱(-0.440±0.5)

[pe], ,ΩVERSOUL(H),ΩVERSOUL,155,1:53,1089,中(+0.204±0.5)

[pe], ,PM is Here！(EX),PM is Here！,165,1:49,1082,中(+0.038±0.5)

[pe], ,Sacrifice Escape: 不条理の模倣による感情と代償(EX),Sacrifice Escape: 不条理の模倣による感情と代償,100,1:55,1098,中(+0.068±0.4)

[pe], ,Sparkle Smilin'(EX),Sparkle Smilin',180, ,1081,中(+0.114±0.6)

[pe], ,Usual Days-remix(EX),Usual Days-remix,139,1:55,1131,中(+0.274±0.7)

[解], ,あ～あ。feat.ケンカイヨシ(EX),あ～あ。feat.ケンカイヨシ,125, ,1059,強(+0.778±0.5)

[解], ,イノセントバイブル(EX),イノセントバイブル,105, ,1074,中(-0.129±0.4)

[解], ,インボルク(UPPER)(H),生命の焔纏いて,184,2:00,1004,中(+0.159±0.6)

[解],[版],群像夏(EX),群像夏,160～184, ,1135,中(+0.042±0.5)

[解], ,サヨナラ・ヘヴン-Celtic Chip Dance Mix-(EX),サヨナラ・ヘヴン-Celtic Chip Dance Mix-,137, ,1173,中(-0.375±0.6)

[解],[版],創聖のアクエリオン(UPPER)(EX),創聖のアクエリオン,66～151,1:39,957,中(+0.243±0.5)

[解], ,チュッチュ♪マチュピチュ(EX),チュッチュ♪マチュピチュ,130, ,1034,中(-0.111±0.5)

[解], ,ドリームゲイザー(UPPER)(H),Little prayer,174,1:56,1034,中(+0.218±0.4)

[解], ,なぞなぞ☆くりぷとからぁず ～勇者メンマの大冒険～(EX),なぞなぞ☆くりぷとからぁず ～勇者メンマの大冒険～,100～188, ,1124,強(+0.815±0.4)

[解], ,パ・リ^ ^ピ・ポ(EX),パ・リ^ ^ピ・ポ,138, ,1060,弱(-0.847±0.3)

[解], ,彼岸花(H),彼岸花,189, ,1186,強(+0.600±0.6)

[解], ,ヒップロック4(UPPER)(H),路男,42～171,2:00,1201,中(+0.114±0.6)

[解],[版],わがままパーリナイ(EX),わがままパーリナイ,220, ,1049,弱(-0.453±0.5)

[解], ,Arcanum Arcanorum(EX),Arcanum Arcanorum,158, ,1074,中(-0.107±0.5)

[解], ,ΔΟΓΜΑ(H),ΔΟΓΜΑ,145～190, ,1208,中(-0.050±0.6)

[解], ,Milky Way Star(Extended Ver.)(EX),Milky Way Star(Extended Ver.),134, ,994,強(+0.450±0.5)

[解], ,Petite Queen(EX),Petite Queen,75～158, ,1083,中(-0.147±0.6)

[UL], ,粋 -IKI-(H),粋 -IKI-,190, ,1039,強(+0.526±0.6)

[UL], ,乙女繚乱 舞い咲き誇れ(UPPER)(H),乙女繚乱 舞い咲き誇れ,210,2:01,1076,中(+0.133±0.6)

[UL], ,空駆けるスピードスター(EX),空駆けるスピードスター,184, ,1062,中(-0.400±0.5)

[UL],[版],ときめきブローカー(EX),ときめきブローカー,171, ,930,弱(-0.589±0.4)

[UL], ,夏色のセーブデータ(EX),夏色のセーブデータ,145, ,1088,弱(-0.540±0.4)

[UL], ,メイドメタル(UPPER)(H),ホーンテッド★メイドランチ,188,1:55,1082,中(+0.021±0.6)

[UL], ,明滅の果てに(H),明滅の果てに,264, ,1066,中(-0.222±0.5)

[UL], ,ラボテクノ(UPPER)(H),左脳スパーク,192,1:45,1069,弱(-0.489±0.5)

[UL],[版],Hopes and Dreams/夢と希望(EX),Hopes and Dreams/夢と希望,175, ,1134,中(+0.018±0.6)

[UL], ,Mecha Kawa Breaker!!(H),Mecha Kawa Breaker!!,214, ,1176,強(+0.780±0.3)

[UL], ,Tan♪Tan♪Tan♪(EX),Tan♪Tan♪Tan♪,130, ,1028, 

[UL], ,Unknown Region(H),Unknown Region,198, ,1085,中(+0.200±0.5)

[UL], ,Versa(UPPER)(H),Versa,90～180,1:56,1090,強(+0.578±0.4)

[UL], ,VOLAQUAS(H),VOLAQUAS,212, ,1100, 

[CS8], ,デジテクノ(EX),A change of probability,150,1:57,931,中(+0.272±0.5)

[CS9], ,エモーショナル(EX),Loveholic,150,1:54,976,中(-0.215±0.8)

[CS13], ,チキンハート(EX),ニワトリなのだ,158,1:51,990,中(+0.373±0.5)

[PMP2], ,ラウドビーチ(EX),NAMIノリ/www.,120～180,2:18,1325,強(+0.612±0.3)

[ee], ,ハッピーハードコア(EX),BE LOVIN,185,1:43,863,中(-0.086±0.5)

[ee2], ,ションボリ(EX),純勉夏,206,1:37,992,強(+0.702±0.4)

[ee2], ,スウィートポップ(EX),Sweet Illusion,98～114,1:32,903,中(+0.210±0.5)

