 , ,ジャンル名 (タイプ),曲名,bpm,Time,Notes,難易度 
[18], ,ヒートアップ(EX),Ignited Night,149,1:35,949,中(-0.189±0.6)

[18], ,ファンキーコタ(EX),AKATSUKI,187,1:46,1250,弱(-0.865±0.3)

[18], ,フルーフ(EX) ,水面静かに大地の烈日わたらせて,70～124,2:07,1315,強(+0.500±0.4)

[18], ,メロディックスピード(EX),TRINITY ARROW,55～222,1:39,1056,強(+0.460±0.5)

[18], ,桃ヴィジュアル(EX),紅ノ桃,118,2:00,1171,中(+0.196±0.4)

[18], ,ラブリーくのいちポップ(EX),くさびかたびら☆下克上！～暗躍の樹海MIX,165,1:50,1097,強(+0.694±0.3)

[19], ,エモクトロ(EX),少年リップルズ,210,1:49,1164,中(+0.078±0.6)

[19], ,ハイスピード幻想チューン(EX),SHION,179,2:01,1215,中(+0.144±0.5)

[19], ,ビートニク(EX),UPBEAT,77～214,2:03,999,強(+0.837±0.3)

[19], ,フラワーポップREMIX(EX),Marigold (Jazzy Hip-Hop Remix),190,1:47,1093,中(-0.240±0.5)

[19], ,フロンティア(EX),探検ノート,142,1:53,1182,強(+0.747±0.4)

[19], ,メカニカルジャズ(EX),Apple Butter,170,2:00,1284,詐称(+1.018±0.3)

[19], ,メタリックサーガ(EX),OVER THE LIMIT!,104～150,1:32,1007,強(+0.835±0.3)

[19], ,モフロック(EX),moffing,170,1:47,1072,詐称(+1.006±0.3)

[19], ,レトロフューチャーREMIX(EX),Passacaglia (J-RAVE MIX),151～152,1:47,1111,中(+0.342±0.7)

[20], ,アフロパーカッションパーティー(EX),Earth Beat,190,1:39,1104,中(+0.067±0.7)

[20], ,エレクトロスウィング(EX),Broadway Diva,105～145,1:47,1004,強(+0.564±0.5)

[20], ,エレメンタルジグ(EX),The Sealer～ア・ミリアとミリアの民～,137～205,2:03,1230,弱(-0.495±0.5)

[20], ,コンビニサーガ(EX),24時間のヒーロー,178,1:58,1398,中(-0.120±0.6)

[20], ,ファッシネイション(EX),朧,149,2:04,1056,中(+0.304±0.5)

[20], ,プラチナムファンタジア(EX),Märchen,210,1:42,1105,中(+0.009±0.6)

[20], ,ロービットサンプリング(EX),HEAT-BIT-HIT-BEAT,180,1:58,1287,中(+0.270±0.6)

[SP], ,哀愁スカ(EX) ,流,176,1:46,1049,強(+0.541±0.4)

[SP], ,エレクトリックマヌーシュスウィング(EX),デッドボヲル de ホームラン,145,1:47,1026,強(+0.836±0.4)

[SP], ,エレクトロショック(EX),attack in the minor key,164,1:54,1112,中(+0.291±0.6)

[SP], ,シュピーゲル(EX),水鏡,157,1:38,1123,強(+0.541±0.4)

[SP], ,ジュブナイルロック(EX),偽りのアルカディア,197,2:09,1341,中(-0.148±0.5)

[SP], ,スカーレット(EX),紅焔,175,1:54,1192,強(+0.559±0.5)

[SP], ,スノーウィーコア(EX),snow prism,196,1:50,1198,中(+0.390±0.5)

[SP], ,ドラムステップ(EX),Empathetic,180,1:57,1232,強(+0.959±0.3)

[SP], ,バイオテクノ(EX),彙電子奏叉,211～215,2:01,1053,中(+0.237±0.4)

[SP], ,ハイテンションギャルロック(EX),イブの時代っ！,210,2:03,1331,中(-0.124±0.6)

[SP], ,ファンタジアフュージョン(EX),プロキオンの騎士団,135,1:59,1156,強(+0.795±0.4)

[SP], ,モフポップ ポプコネ(EX),アルパカ☆Boooing,187,1:41,1172,強(+0.462±0.4)

[SP], ,ラフロック(EX),LOL!,190,1:43,1171,弱(-0.454±0.5)

[SP], ,draw!!!!(EX),draw!!!!,157,2:00,1212,中(+0.176±0.7)

[SP], ,VERSUS!!(EX),VERSUS!!,187～280,1:41,1146,強(+0.544±0.4)

[LT],[版],妖隠し -あやかしかくし-(EX),妖隠し -あやかしかくし-,85,2:00,1076,中(-0.291±0.8)

[LT], ,歌劇 月夜のアラビア(EX),歌劇 月夜のアラビア,158,1:45,1027,強(+0.864±0.3)

[LT], ,春風ブローインウィンド(EX),春風ブローインウィンド,160,1:55,1182,中(-0.254±0.6)

[LT], ,滅亡天使 † にこきゅっぴん(EX),滅亡天使 † にこきゅっぴん,200,1:52,1128,中(-0.172±0.7)

[LT], ,FUNKY SUMMER BEACH(EX),FUNKY SUMMER BEACH,175,1:43,1036,弱(-0.865±0.4)

[LT], ,KHAMEN BREAK(EX),KHAMEN BREAK,180,2:06,1173,中(-0.259±0.6)

[LT], ,L-an!ma(H),L-an!ma,104〜209,2:13,1064,中(+0.090±0.7)

[LT], ,MAGICAL SUMMER SMILE(EX),MAGICAL SUMMER SMILE,195,1:58,1228,中(+0.349±0.4)

[LT], ,On Your Mark(EX),On Your Mark,183,1:45,1025,中(-0.282±0.6)

[LT], ,perditus†paradisus(H),perditus†paradisus,172,2:05,1025,強(+0.961±0.4)

[LT], ,QuoN(H) ,QuoN,168,2:05,1029,中(+0.217±0.6)

[LT], ,Shock Me(EX),Shock Me,218,1:54,1169,中(-0.234±0.5)

[LT], ,Who done it?!(EX),Who done it?!,246,1:58,1131,強(+0.420±0.5)

[écl], ,アキネイション(EX),アキネイション,185,1:48,1150,中(-0.013±0.4)

[écl], ,乾坤一擲(EX) ,乾坤一擲,193,1:48,1226,中(+0.195±0.6)

[écl],[版],零の位相(EX) ,零の位相,190～205,1:45,1063,強(+0.812±0.4)

[écl], ,爆臨！！イナカイザー！！(EX),爆臨！！イナカイザー！！,160,1:57,1239,弱(-0.444±0.5)

[écl], ,ひまわりと散歩道(EX),ひまわりと散歩道,180～230,1:52,1234,強(+0.460±0.5)

[écl], ,フラッター現象の顛末と単一指向性の感情論(EX),フラッター現象の顛末と単一指向性の感情論,206,2:00,1228,強(+0.855±0.4)

[écl], ,Beyond the prairie(EX),Beyond the prairie,150,1:56,1158,強(+0.524±0.5)

[écl], ,DEVIL's Magic(EX),DEVIL's Magic,168,2:00,1047,中(+0.049±0.6)

[écl], ,Erosion Mark(EX),Erosion Mark,192,1:49,1089,中(+0.347±0.6)

[écl], ,Sephirot(EX),Sephirot,154,2:01,1094,強(+0.677±0.8)

[うさ], ,おいかけっこワールド(EX),おいかけっこワールド,165,1:56,1130,強(+0.966±0.6)

[うさ], ,君の音とAuftakt(EX),君の音とAuftakt,192～232,2:07,1107,強(+0.416±0.5)

[うさ], ,キリステゴメン(EX),キリステゴメン,156,1:57,1252,強(+0.867±0.4)

[うさ], ,ギンギンパーレー!!(EX),ギンギンパーレー!!,130,2:00,1144,強(+0.452±0.6)

[うさ], ,防人想歌(EX) ,防人想歌,168,2:00,1198,強(+0.462±0.4)

[うさ], ,シノビシノノメ(EX),シノビシノノメ,174,1:50,1047,中(+0.241±0.5)

[うさ], ,辿る君を超えて(H),辿る君を超えて,40～160,2:07,1029,中(+0.169±0.6)

[うさ], ,デュアルメモリ(EX),デュアルメモリ,162,1:57,1169,強(+0.418±0.6)

[うさ], ,爆なな☆てすとロイヤー(EX),爆なな☆てすとロイヤー,200,1:56,1089,中(+0.258±0.6)

[うさ],[版],向日葵サンセット(EX),向日葵サンセット,135,1:45,1070,中(+0.237±0.7)

[うさ], ,リモーネ・ディ・マッキーナ(EX),リモーネ・ディ・マッキーナ,180,1:48,1152,弱(-0.444±0.6)

[うさ], ,リンゴロジック(green apple rmx)(EX),リンゴロジック(green apple rmx),128,2:04,1058,中(+0.273±0.6)

[うさ], ,ロンロンへ ライライライ！(EX),ロンロンへ ライライライ！,156,2:00,1205,中(+0.370±0.7)

[うさ], ,90G Race(EX),90G Race,180,1:57,1131,弱(-0.795±0.5)

[うさ], ,badass girl(EX),badass girl,172,1:47,1102,強(+0.846±0.4)

[うさ], ,Be a Hero!(EX),Be a Hero!,190,2:04,1331,強(+0.740±0.5)

[うさ], ,НУМЛ(H) ,НУМЛ,158〜200,2:31,1111,強(+0.802±0.4)

[うさ], ,Last Traveller(EX),Last Traveller,194,1:49,1187,中(+0.387±0.5)

[うさ], ,Rejoin(EX),Rejoin,135,1:57,1155,中(-0.247±0.7)

[うさ], ,Sing a Song Sign(EX),Sing a Song Sign,186,2:04,1183,中(-0.284±0.7)

[うさ], ,Spangles(EX),Spangles,130,1:38,1052,強(+0.622±0.6)

[pe], ,ウラ・ヒップロック2(EX),男々道,156～180,2:01,1129,強(+0.582±0.5)

[pe], ,カドルコア(UPPER)(EX),murmur twins (guitar pop ver.),174,1:57,1147,弱(-0.770±0.6)

[pe],[版],すろぉもぉしょん(EX),すろぉもぉしょん,160,1:58,1106,中(-0.352±0.6)

[pe], ,天鈴少女(EX) ,天鈴少女,160, ,1053,中(+0.079±0.6)

[pe],[版],ナイト・オブ・ナイツ(EX),ナイト・オブ・ナイツ,180,1:47,1101,中(+0.308±0.6)

[pe], ,なごりさえ(EX),なごりさえ,145,1:54,1036,強(+0.818±0.6)

[pe], ,にじいろ☆とらべらぁず(EX),にじいろ☆とらべらぁず,71～200,2:00,1118,中(+0.029±0.4)

[pe], ,熱情のサパデアード(EX),熱情のサパデアード,136,1:59,1158,中(+0.138±0.5)

[pe], ,爆裂再生！フィーバー戦士ポップン14(EX),爆裂再生！フィーバー戦士ポップン14,167, ,1185,弱(-0.569±0.5)

[pe], ,ベビーステップ(EX),ベビーステップ,200,2:01,1170,弱(-0.468±0.5)

[pe], ,マッシュルームナイト(EX),マッシュルームナイト,220, ,1100,強(+0.738±0.4)

[pe], ,幻島アトランティス-4elements-(EX),幻島アトランティス-4elements-,70～148,1:50,1051,弱(-0.530±0.7)

[pe],[版],魔理沙は大変なものを盗んでいきました(EX),魔理沙は大変なものを盗んでいきました,170,1:57,1177,中(-0.314±0.7)

[pe], ,ミッドナイト☆WAR(EX),ミッドナイト☆WAR,156,1:52,1219,中(+0.076±0.6)

[pe], ,雪夜の森のプリャースカ(EX),雪夜の森のプリャースカ,100～190,2:01,788,中(-0.238±0.7)

[pe], ,50th Memorial Songs -二人の時～under the cherry blossoms～-(EX),50th Memorial Songs -二人の時～under the cherry blossoms～-,160,2:01,1247,中(-0.086±0.3)

[pe], ,50th Memorial Songs -Beginning Story-(EX),50th Memorial Songs -Beginning Story-,135,2:02,1232,強(+0.438±0.5)

[pe], ,biosphere ～天国の花～(EX),biosphere ～天国の花～(EX),108,1:50,1070,中(+0.159±0.5)

[pe], ,BLACK JACKAL(EX),BLACK JACKAL,150,1:50,1220,中(+0.279±0.6)

[pe], ,Dive to the Sky(EX),Dive to the Sky,128,1:48,1080,中(-0.360±0.5)

[pe], ,home.(kors k Remix)(EX),home.(kors k Remix),128,1:54,1038,強(+0.519±0.6)

[pe], ,Popperz Chronicle(H),Popperz Chronicle,62〜210,2:14,1045,強(+0.762±0.5)

[pe], ,Sprite Digital(EX),Sprite Digital,170,1:51,1074,強(+0.406±0.5)

[pe], ,Sulk(EX) ,Sulk,150, ,1167,中(-0.043±0.5)

[pe], ,Time has no money(EX),Time has no money,220,2:04,1261,中(+0.248±0.6)

[pe], ,Timepiece phase II(H),Timepiece phase II,287,1:51,937,弱(-0.869±0.3)

[pe], ,toy boxer(EX),toy boxer,190,1:42,1081,中(-0.281±0.6)

[解], ,鋳鉄の檻(EX) ,鋳鉄の檻,200, ,1094,中(-0.070±0.6)

[解], ,オレアの竪琴(EX),オレアの竪琴,168, ,1096,弱(-0.748±0.5)

[解],[版],シュガーソングとビターステップ(UPPER)(EX),シュガーソングとビターステップ,132, ,1020,弱(-0.967±0.4)

[解], ,大正吸血鬼奇譚(EX),大正吸血鬼奇譚,160, ,1139,中(-0.191±0.5)

[解],[版],夏祭り(UPPER)(EX),夏祭り,71～142,1:34,928,中(-0.240±0.5)

[解], ,波と凪の挟間で(EX),波と凪の挟間で,117～177, ,1133,中(+0.000±0.6)

[解], ,ネオ・サイコ・ロ・イズム(EX),ネオ・サイコ・ロ・イズム,160, ,1151,中(+0.054±0.5)

[解], ,ハニートリック！！(EX),ハニートリック！！,160～190, ,1075,中(+0.303±0.6)

[解], ,"ピアノ独奏無言歌 ""灰燼""(H)",ピアノ独奏無言歌 “灰燼”,100～200, ,1056,中(-0.327±0.8)

[解], ,BLAZE∞BREEZE - WHITE LIE Version -(EX),BLAZE∞BREEZE - WHITE LIE Version -,175, ,1169,中(-0.078±0.5)

[解], ,enigma(EX),enigma,140, ,1157,中(-0.348±0.4)

[解], ,Everlasting Last(EX),Everlasting Last,140, ,1096,弱(-0.883±0.3)

[解],[版],Jailbreaker(EX),Jailbreaker,180, ,1150,中(-0.035±0.6)

[解], ,Lost wing at.0(EX),Lost wing at.0,185, ,1103,強(+0.782±0.5)

[解], ,Medieval Action(EX),Medieval Action,160, ,1097,中(+0.070±0.6)

[解], ,murmur twins -CIVILIAN SKUNK mix-(EX),murmur twins -CIVILIAN SKUNK mix-,220, ,1207,弱(-0.589±0.4)

[解], ,Mystery at the bar(EX),Mystery at the bar,208, ,1124,中(-0.362±0.5)

[解], ,Sputnik(EX),Sputnik,150, ,1094,弱(-0.418±0.5)

[解], ,Symphonic Tear(EX),Symphonic Tear,150, ,1216,中(+0.295±0.6)

[解], ,The Lost Empire(EX),The Lost Empire,156, ,1096,中(-0.152±0.5)

[解], ,virkatoの主題によるperson09風超絶技巧変奏曲(H),virkatoの主題によるperson09風超絶技巧変奏曲,95～180, ,1128,中(+0.057±0.6)

[解], ,Watchdog The Sleeper(EX),Watchdog The Sleeper,135, ,1182,中(-0.152±0.5)

[UL], ,恋するMonstro(EX),恋するMonstro,142, ,1170,中(+0.171±0.5)

[UL], ,スイーツプログレッシヴ(UPPER)(H),ちくわパフェだよ☆CKP,205,1:56,1178,中(-0.232±0.5)

[UL], ,ダイバージェンス(EX),ダイバージェンス,120～240, ,928,中(+0.338±0.6)

[UL], ,にゃんのパレードマーチ♪(EX),にゃんのパレードマーチ♪,162, ,1075,強(+0.467±0.5)

[UL], ,脳ミソ de 向上(EX),脳ミソ de 向上,160, ,1331,中(+0.222±0.6)

[UL], ,悪夢♡ショコラティエ(EX),悪夢♡ショコラティエ,190, ,1100,中(-0.235±0.5)

[UL], ,Airplane(EX),Airplane,135, ,1075,弱(-0.957±0.3)

[UL],[版],Awakening Wings(EX),Awakening Wings,190,1:26,985,弱(-0.463±0.5)

[UL], ,Caldwell 99(EX),Caldwell 99,142, ,1147,中(-0.063±0.5)

[UL], ,F/S(H),F/S,200, ,1135,強(+0.745±0.4)

[UL], ,Hibiki(EX),Hibiki,195, ,1109,強(+0.733±0.4)

[UL], ,Keep the Faith(EX),Keep the Faith,136, ,1094, 

[UL], ,MOVE! (We Keep It Movin')(EX),MOVE! (We Keep It Movin'),142, ,1129,弱(-0.882±0.4)

[UL],[版],only my railgun(UPPER)(EX),only my railgun,143,1:29,1030,中(+0.000±0.5)

[UL], ,pastel@sweets labo(*'v'*)(EX),pastel@sweets labo(*'v'*),80～210, ,1158,強(+0.937±0.3)

[UL], ,Redemption Tears(EX),Redemption Tears,178, ,1130, 

[CS9], ,インフィニティ(EX),kaleidoscope,142,2:02,1243,中(+0.079±0.5)

[CS9], ,エナジーロック(EX),夢と現実,137,1:54,950,強(+0.580±0.5)

[CS9], ,クラシック9(H),Hell? or Heaven?,25～680,2:01,615,強(+0.979±0.4)

[CS11], ,クラシック11(H),想い出をありがとう,40～320,2:00,715,詐称(+1.018±0.3)

[CS12], ,フォレストスノウ(EX),月雪に舞う花のように,70～125,2:15,1245,中(+0.291±0.6)

[CS12], ,プリティ雅(EX),突確全回転！,196,1:37,1016,中(+0.202±0.5)

[ee], ,ガールズロック(EX),BRE∀K DOWN!,190,1:41,1052,中(+0.363±0.6)

[ee2], ,ガールズロックエクストリーム(EX),チカラ,185,1:36,1004,中(-0.135±0.6)

[ee2], ,昭和初期カヨウ(EX),悪アガキ,200,1:44,1048,中(+0.126±0.6)

[ee2], ,ロッテルダムテクノ(EX),rottel-da-sun,199,1:30,935,中(+0.018±0.6)

[ee2], ,J-ポップ(EX),Destiny lovers,170,1:32,789,中(-0.252±0.5)

