 , ,ジャンル名 (タイプ),曲名,bpm,Time,Notes,難易度
[SP], ,エッセンシャリー(EX),True Blue,164,2:13,1402,弱(-0.976±0.3)
[SP], ,エピックプログレ(EX),量子の海のリントヴルム,280,1:48,1349,弱(-0.438±0.5)
[SP], ,金縛りの逢を(EX),金縛りの逢を,200,2:01,1524,中(+0.204±0.4)
[SP], ,グラヴィオール(EX),STULTI,90〜182,1:49,1288,強(+0.752±0.4)
[SP], ,クリエイター(EX),創世ノート,200,1:56,1536,強(+0.937±0.3)
[SP], ,スピードダンス(EX),GAIA,180,2:04,1468,強(+0.762±0.4)
[SP], ,ドリームチャンプル(EX),Dimensiva Vulnus,120〜140,1:56,1257,中(+0.138±0.5)
[SP], ,ナイトメアメタル(EX),背徳と邪悪のエピタフ,80〜190,1:38,1263,強(+0.635±0.6)
[SP], ,忍者メタル ポプコネ(EX),背水之陣(Kagutsuchi Remix),210,1:58,1401,強(+0.702±0.3)
[SP], ,ノマディックネイション2(EX),Esperanza,135,1:50,1447,中(+0.074±0.4)
[SP], ,ハードルネッサンス2(EX),Evans,185,1:48,1339,強(+0.747±0.5)
[SP], ,ハードルネッサンス3(EX),JOMANDA,90～300,2:05,1515,中(+0.379±0.5)
[SP], ,ビーストメタル(EX),野獣ワイルド,249,2:03,1421,中(-0.320±0.5)
[SP], ,ブラックアルバム(EX),OVERHEAT -Type P-,155,1:47,1269,強(+0.748±0.4)
[SP], ,ブロークンサンバブレイク(EX),灼熱Beach Side Bunny,153,2:04,1456,中(+0.285±0.4)
[SP], ,プログレッシブ(EX),Concertino In Blue,103～155,1:42,1304,中(+0.063±0.5)
[SP], ,ベースボールヒロイン(EX),轟け！恋のビーンボール！！,180,1:51,1429,中(-0.365±0.5)
[SP], ,ワラベステップ(EX),コドモライブ,140～146,1:42,1458,中(+0.038±0.6)
[LT], ,御千手メディテーション(EX),御千手メディテーション,150～190,1:56,1337,強(+0.752±0.3)
[LT], ,たまごの物理科学的 及び調理特性に関しての調査、そしてその考察(EX),たまごの物理科学的 及び調理特性に関しての調査、そしてその考察,107～160,1:55,1245,中(-0.262±0.6)
[LT], ,火風陸空(EX),火風陸空,180,1:47,1445,中(-0.216±0.5)
[LT], ,海神(EX),海神,159,2:02,1432,弱(-0.764±0.3)
[LT], ,Chronoxia(EX),Chronoxia,180,1:54,1515,強(+0.480±0.4)
[LT], ,Idola(EX),Idola,201,2:03,1468,中(-0.178±0.5)
[LT], ,Metamorphose(EX),Metamorphose,201,1:57,1534,強(+0.709±0.4)
[LT], ,ZADAMGA(EX),ZADAMGA,180,2:00,1489,中(+0.392±0.4)
[écl], ,カラフルトイズ・ワンダーランド(EX),カラフルトイズ・ワンダーランド,180,1:58,1535,中(-0.257±0.5)
[écl], ,賢聖シリウスの采配(EX),賢聖シリウスの采配,160～280,2:01,1464,弱(-0.712±0.4)
[écl], ,現代のヘイヨエ祭り(EX),現代のヘイヨエ祭り,155,1:53,1535,中(-0.226±0.5)
[écl], ,混乱少女♥そふらんちゃん!!(EX),混乱少女♥そふらんちゃん!!,32～259,2:01,1260,中(+0.103±0.5)
[écl], ,流離(EX),流離,168,1:47,1438,中(-0.204±0.4)
[écl], ,asteer(EX),asteer,205,1:57,1449,弱(-0.746±0.3)
[écl], ,Grand Chariot(EX),Grand Chariot,191,1:57,1373,強(+0.543±0.4)
[écl], ,MADSPEED狂信道(EX),MADSPEED狂信道,240～300,1:50,1325,中(+0.226±0.5)
[écl], ,SYMPHONY FROM ZERO(EX),SYMPHONY FROM ZERO,210,1:56,1320,強(+0.444±0.5)
[écl], ,Trixxxter(EX),Trixxxter,180,1:54,1448,強(+0.926±0.4)
[écl], ,Warriors Aboot(EX),Warriors Aboot,175,1:54,1413,中(-0.355±0.5)
[うさ], ,人妖絵巻其の三「鴉天狗」～ 鞍馬のHAYATE ～(EX),人妖絵巻其の三「鴉天狗」～ 鞍馬のHAYATE ～,185,1:58,1357,中(-0.169±0.5)
[うさ], ,蟲の棲む処(EX),蟲の棲む処,161,1:37,1057,強(+0.472±0.4)
[うさ], ,リリーゼと炎龍レーヴァテイン(EX),リリーゼと炎龍レーヴァテイン,200,1:48,1503,中(+0.347±0.5)
[うさ], ,霖が哭く(EX),霖が哭く,154,1:50,1468,中(+0.269±0.4)
[うさ], ,霊魂爆砕 -SOUL EXPLOSION-(EX),霊魂爆砕 -SOUL EXPLOSION-,163,1:52,1370,弱(-0.573±0.5)
[うさ], ,forever under construction(EX),forever under construction,170,1:47,1299,弱(-0.816±0.5)
[うさ], ,Funky sonic World(EX),Funky sonic World,400,1:46,1432,中(-0.175±0.5)
[うさ], ,GOLDEN CROSS(EX),GOLDEN CROSS,150,1:56,1385,中(-0.073±0.5)
[うさ], ,good night ，mommy(EX),"good night , mommy",182,2:01,1389,中(+0.031±0.4)
[うさ], ,La fame di Adria(EX),La fame di Adria,190～241,1:40,1198,中(-0.383±0.4)
[うさ], ,LEAD Gravity(M)(EX),LEAD Gravity(M),188,1:48,1478,強(+0.807±0.3)
[うさ], ,Life is beautiful(EX),Life is beautiful,155,2:02,1354,中(+0.170±0.5)
[うさ], ,Puberty Dysthymia(EX),Puberty Dysthymia,67～210,1:51,1355,弱(-0.675±0.4)
[うさ], ,saQrifice(EX),saQrifice,185,1:56,1275,中(-0.297±0.5)
[pe], ,少女と時の花(EX),少女と時の花,112,2:07,1381,弱(-0.416±0.5)
[pe], ,翠雨の祷(EX),翠雨の祷,197,1:58,1295,中(-0.085±0.5)
[pe], ,多極性ニューロンの崩壊による人間の末路(EX),多極性ニューロンの崩壊による人間の末路,165,1:50,1421,強(+0.955±0.3)
[pe], ,トランスコア(UPPER)(EX),FLOWER,173,2:00,1424,中(-0.244±0.5)
[pe], ,ネオクラシカル・ヘヴィメタル(UPPER)(EX),Aithon,126,1:46,1142,逆詐称(-1.112±0.2)
[pe], ,プログレ(UPPER)(EX),子供の落書き帳,280,1:30,1196,強(+0.855±0.3)
[pe], ,ポチコの幸せな日常 (狂犬U`x´UばうわうHARDCORE Remix)(EX),ポチコの幸せな日常 (狂犬U`x´UばうわうHARDCORE Remix),210,2:00,1436,強(+0.676±0.4)
[pe], ,祭ノ痕、君ヲ憶フ。(EX),祭ノ痕、君ヲ憶フ。,152,2:01,1216,中(-0.266±0.5)
[pe], ,令和の国(EX),令和の国,176,1:52,1309,中(+0.291±0.5)
[pe], ,ANNIVERSARY ∴∵∴ ←↓↑→(EX),ANNIVERSARY ∴∵∴ ←↓↑→,180,1:59,1248,弱(-0.468±0.4)
[pe], ,Celsus II(EX),Celsus II,180, ,1516,弱(-0.976±0.3)
[pe], ,cucumis melo(EX),cucumis melo,96～192,2:02,1313,中(-0.286±0.5)
[pe], ,Dracophobia(EX),Dracophobia,108～178, ,1444,中(-0.207±0.5)
[pe], ,Gray clouds(EX),Gray clouds,150, ,1404,中(+0.050±0.4)
[pe], ,Mirage Age(EX),Mirage Age,154,2:00,1321,中(-0.245±0.4)
[pe], ,nostos(UPPER)(EX),nostos,86〜144,2:12,1529,中(+0.377±0.5)
[pe], ,Trill auf G(EX),Trill auf G,188,1:54,1305,中(+0.069±0.6)
[pe], ,voltississimo(EX),voltississimo,225,1:55,1483,強(+0.533±0.4)
[解], ,ヴァイオリンプログレッシブ(UPPER)(EX),ポルターガイスト,128,1:31,1276,中(+0.310±0.5)
[解], ,スーパー戦湯ババンバーン(EX),スーパー戦湯ババンバーン,187, ,1453,中(-0.255±0.5)
[解], ,青天ノ霹レキ(EX),青天ノ霹レキ,185, ,1500,弱(-0.865±0.4)
[解], ,天ぷらイントロドン！！(EX),天ぷらイントロドン！！,180, ,1501,中(+0.273±0.6)
[解], ,ドリームゲイザー(UPPER)(EX),Little prayer,174,1:56,1532,中(-0.197±0.4)
[解], ,ヒップロック4(UPPER)(EX),路男,42～171,2:00,1604,強(+0.952±0.3)
[解], ,魔法のかくれんぼ(EX),魔法のかくれんぼ,178～208, ,1430,中(+0.206±0.5)
[解], ,ミサコの告白(みーつけたっ♥)(EX),ミサコの告白(みーつけたっ♥),215, ,1410,中(-0.057±0.6)
[解], ,龍王の霊廟(Mausoleum Of The Primal Dragon)(EX),龍王の霊廟(Mausoleum Of The Primal Dragon),144, ,1379,弱(-0.647±0.5)
[解], ,煉獄事変(EX),煉獄事変,280, ,1459,中(+0.196±0.4)
[解], ,Alia Dimensiva(EX),Alia Dimensiva,94～141, ,1474,中(+0.287±0.5)
[解], ,DUAL STRIKER(EX),DUAL STRIKER,185, ,1394,中(-0.235±0.5)
[解], ,Globe Glitter(EX),Globe Glitter,190, ,1361,強(+0.573±0.4)
[解], ,KETER(EX),KETER,83〜153, ,1286,中(+0.148±0.5)
[解], ,Leaf(EX),Leaf,150, ,1522,強(+0.959±0.3)
[解], ,Majestaria(EX),Majestaria,147, ,1433,中(-0.285±0.5)
[解], ,Northern Cross(EX),Northern Cross,155, ,1517,弱(-0.509±0.4)
[解], ,Raison d'être～交差する宿命～(EX),Raison d'être～交差する宿命～,155～175, ,1493,中(+0.308±0.5)
[解],[版],Russian Caravan Rhapsody(UPPER)(EX),Russian Caravan Rhapsody,158,1:53,1341,中(-0.163±0.5)
[UL], ,あまるがむ(EX),あまるがむ,160, ,1478,中(-0.025±0.4)
[UL], ,乙女繚乱 舞い咲き誇れ(UPPER)(EX),乙女繚乱 舞い咲き誇れ,210,2:01,1532,中(+0.151±0.5)
[UL], ,革命パッショネイト(UPPER)(EX),革命パッショネイト,194,1:59,1540,中(+0.000±0.6)
[UL], ,ただ、それだけの理由で(EX),ただ、それだけの理由で,134,1:42,1234,中(-0.200±0.5)
[UL],[版],灰の羽搏(EX),灰の羽搏,240, ,1517,強(+0.478±0.4)
[UL], ,満漢全席火花ノ舞(EX),満漢全席火花ノ舞,166, ,1367,中(-0.091±0.5)
[UL], ,メイドメタル(UPPER)(EX),ホーンテッド★メイドランチ,188,1:55,1534,強(+0.687±0.3)
[UL], ,ラボテクノ(UPPER)(EX),左脳スパーク,192,1:45,1597,強(+0.432±0.6)
[UL], ,理系ポップ(UPPER)(EX),恋はどう？モロ◎波動OK☆方程式！！,128,1:54,1543,強(+0.523±0.5)
[UL], ,輪廻の鴉(EX),輪廻の鴉,198, ,1392,弱(-0.406±0.5)
[UL],[版],Battle Against a True Hero/本物のヒーローとの戦い(EX),Battle Against a True Hero/本物のヒーローとの戦い,150, ,1500,中(-0.080±0.3)
[UL], ,Gabbalungang(EX),Gabbalungang,200, ,1527,中(+0.233±0.6)
[UL], ,Hexer(EX),Hexer,165, ,1464,中(-0.238±0.5)
[UL], ,Indigo Nocturne(EX),Indigo Nocturne,150, ,1373,弱(-0.406±0.4)
[UL],[版],MEGALOVANIA(EX),MEGALOVANIA,120, ,1406,中(+0.056±0.4)
[UL], ,SOLID STATE SQUAD -RISEN RELIC REMIX-(EX),SOLID STATE SQUAD -RISEN RELIC REMIX-,186, ,1425,強(+0.605±0.4)
[UL], ,Versa(UPPER)(EX),Versa,90～180,1:56,1504,詐称(+1.034±0.2)
[UL], ,Xジェネの逆襲(EX),Xジェネの逆襲,192, ,1449,弱(-0.932±0.3)
[CS4], ,クラシック4(H),Concertare,179,1:30,848,中(+0.114±0.6)
[CS10], ,クラシック10(EX),Doll's sight,50～200,1:59,746,中(-0.309±0.5)
[CS13], ,ナイトメアカルーセル(EX),カーニバルの主題による人形のためのいびつな狂想曲,80～150,1:58,1256,弱(-0.680±0.4)
[PMP2], ,カグランジ(EX),生きてこそ～特別版～,127,2:10,1400,弱(-0.497±0.5)
[ee], ,プログレッシブ(EX),The Least 100sec,200～263,1:40,1304,弱(-0.988±0.3)
